ID,P01,P02,P03,P04,P05,P06,P07,P08,P09,P10,P11,P12,P13,P14,P15
123857,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
123858,0,0,0,0,0,0,0,0,0.375,0,0,0,0,0,0
123859,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
123862,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0
123863,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
123864,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0
123865,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
123866,0,0,0,0,0,0,0.625,0,0,0,0,0,0,0,0
123867,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0
123868,0,0,0,0,0,0,0.625,0,0,0,0,0,0,0,0
123871,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0
123874,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0
123875,0,0,0,0,0,0,0.125,0,0.25,0,0,0,0,0,0
123877,0,0,0,0,0,0,0.625,0,0,0,0,0,0,0,0
123879,0,0,0,0,0,0,0.25,0,1.625,0,0,0,0,0,0
123881,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
123882,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
123883,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
123884,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
123886,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
123887,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
123888,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
123889,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
123892,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0
123894,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
123895,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
123896,0,0,0,0,0,0,0.625,0,0,0,0,0,0,0,0
123897,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
123898,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
123899,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0
123900,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
123902,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
123903,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
123906,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
123907,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
123908,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
123909,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
123910,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0
123911,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
123912,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
123913,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
123914,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
123915,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
123917,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
123918,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
123920,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
123921,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
123922,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
123924,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
123925,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0
123926,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0
123927,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
123928,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
123929,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
123930,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0
123931,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0
123932,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0
123933,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
123934,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
123935,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
123936,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
123937,0,0,0,0,0,0,0.625,0,0,0,0,0,0,0,0
123938,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
123939,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
123942,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0
123943,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0
123944,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0
123948,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
123949,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
123950,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
123951,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
123952,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
123955,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0
123956,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
123958,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
123959,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
123962,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
123963,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
123964,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
123965,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
123966,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
123967,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
123968,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0
123969,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
123970,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
123971,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
123972,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
123974,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
123976,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
123978,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
123979,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
123982,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
123985,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
123986,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
123987,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
123988,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
123991,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
123992,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
123993,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
123998,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124002,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124003,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124006,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124007,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124008,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124009,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124010,0,0,0,0,0,0,0.875,0,0,0,0,0,0,0,0
124013,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124014,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124015,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124016,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0
124017,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124018,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124020,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0
124025,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124027,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124028,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124029,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124030,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124032,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0
124033,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124034,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0
124035,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124036,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124037,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124038,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0
124039,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124041,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
124043,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124044,0,0,0,0,0,0,0.875,0,0.625,0,0,0,0,0,0
124047,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124048,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124049,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124050,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
124052,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124058,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124059,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0
124060,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124062,0,0,0,0,0,0,0.625,0,0,0,0,0,0,0,0
124063,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124064,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
124068,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0
124069,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124072,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124073,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124074,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124076,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124077,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0
124079,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124080,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124081,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124084,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124089,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124092,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124093,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0
124094,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124095,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124096,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124097,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0
124098,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124099,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124100,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124101,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124103,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124104,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124105,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124106,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124107,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124109,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124111,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124112,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124114,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124116,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124118,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124121,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124122,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124123,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124124,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124125,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0
124126,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0
124128,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124130,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124132,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0
124134,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124138,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124139,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0
124144,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0
124145,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124147,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124149,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124150,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124151,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124152,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124153,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124155,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124156,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124157,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0
124158,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124161,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124162,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124163,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124164,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124166,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124167,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124168,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124169,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124170,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124172,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124174,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124175,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
124176,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0
124178,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0
124179,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124181,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124182,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124183,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124185,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0
124187,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124188,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124189,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0
124190,0,0,0,0,0,0,0.625,0,0,0,0,0,0,0,0
124191,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124192,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124193,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124194,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124195,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124196,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124197,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124198,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124199,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0
124200,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124201,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124202,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0
124204,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0
124209,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124210,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124213,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124215,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124217,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
124218,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124220,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124221,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124222,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124225,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124227,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124228,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124229,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124230,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124233,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124235,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124238,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124240,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124242,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124243,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124244,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124245,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124246,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124248,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124249,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124250,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124251,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124253,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124254,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124256,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0
124257,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124258,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124259,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124260,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0
124261,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0
124262,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124263,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124264,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124266,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0
124267,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124268,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124271,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124272,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124273,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0
124275,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124276,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124277,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124279,0,0,0,0,0,0,0.5,0.125,0,0,0,0,0,0,0
124282,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124286,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124287,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124288,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124289,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124290,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124291,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124295,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124296,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124297,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124298,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124299,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124300,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124301,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0
124304,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124306,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124309,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0
124310,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124311,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124314,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124317,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124319,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124320,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124321,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124322,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124324,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124327,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0
124328,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0
124329,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124330,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
124332,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124333,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124336,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124337,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124340,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124341,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124342,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124343,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124344,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124345,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0
124346,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0
124347,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124349,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0
124350,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124351,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124353,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124354,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124356,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124357,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0
124358,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0
124360,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
124362,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
124363,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124364,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124365,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124368,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124372,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0
124373,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124374,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0
124375,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0
124376,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124378,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0
124382,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124384,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124386,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124388,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124389,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124390,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124392,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124394,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
124395,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124397,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124398,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124399,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124400,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124401,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124403,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124405,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124406,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124407,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124408,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0
124409,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124410,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124411,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124412,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124413,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124417,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124418,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124419,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124420,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0
124424,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124425,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124426,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124429,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124430,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124431,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124432,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124433,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0
124434,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124435,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124437,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124439,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124442,0,0,0,0,0,0,0.875,0,0.5,0,0,0,0,0,0
124443,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124445,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124446,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124447,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124449,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124450,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124451,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124452,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124457,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124458,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0
124460,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
124463,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0
124464,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0
